CustomerName,Product A,Product B,Product C,Date,Latitude,Longitude,Sales
393,0,1,0,2020-10-28 6:14,-1.29245,36.7357,1
410,0,23,0,2020-10-28 6:18,-1.2904576,36.7401498,23
414,1,0,1,2020-10-28 6:19,-1.2098129,36.8694671,2
416,11,0,0,2020-10-28 6:19,-1.2904683,36.7401733,11
439,0,2,0,2020-10-28 6:24,-1.2049801,36.8999076,2
440,0,9,3,2020-10-28 6:24,-1.1837775,36.9020717,12
468,0,0,1,2020-10-28 6:29,-1.1990366,36.9073683,2
476,0,4,0,2020-10-28 6:30,-1.2904367,36.74015,4
477,0,2,0,2020-10-28 6:30,-1.2048084,36.8995024,2
497,6,0,0,2020-10-28 6:33,-1.2922241,36.7471281,6
501,0,1,0,2020-10-28 6:33,-1.2043027,36.8982797,1
509,0,7,0,2020-10-28 6:35,-1.27859333,36.74979333,7
510,0,4,0,2020-10-28 6:35,-1.2052083,36.874985,4
511,0,3,0,2020-10-28 6:35,-1.2049033,36.8999517,3
515,0,5,0,2020-10-28 6:36,-1.2904523,36.7401545,5
539,0,4,1,2020-10-28 6:43,-1.2348715,36.7474372,5
540,0,0,0,2020-10-28 6:43,-1.205145,36.9089767,2
543,0,1,0,2020-10-28 6:43,-1.29233158,36.74710464,1
547,0,3,0,2020-10-28 6:45,-1.2904433,36.7400933,3
552,0,0,3,2020-10-28 6:46,-1.1833283,36.8999983,3
563,0,34,8,2020-10-28 6:47,-1.2089483,36.9072467,42
564,0,2,0,2020-10-28 6:47,-1.185975,36.9071433,2
566,3,0,0,2020-10-28 6:48,-1.1862192,36.9067128,3
568,0,4,0,2020-10-28 6:48,-1.2057146,36.8970394,4
572,5,0,0,2020-10-28 6:49,-1.1832668,36.8998357,6
576,0,1,0,2020-10-28 6:50,-1.2924583,36.746975,1
589,0,41,0,2020-10-28 6:53,-1.290429,36.740115,41
594,0,4,0,2020-10-28 6:54,-1.2809514,36.7193874,4
596,7,11,2,2020-10-28 6:54,-1.1856774,36.9062579,20
610,2,0,0,2020-10-28 6:55,-1.2926583,36.7467533,2
627,2,0,0,2020-10-28 6:58,-1.2903947,36.7401455,2
647,0,0,2,2020-10-28 7:03,-1.2175467,36.88679,2
657,0,1,0,2020-10-28 7:03,-1.211777,36.9035003,1
658,2,0,0,2020-10-28 7:03,-1.211777,36.9035003,2
669,0,2,0,2020-10-28 7:04,-1.211777,36.9035003,2
671,3,0,0,2020-10-28 7:04,-1.290403,36.740142,3
676,3,0,0,2020-10-28 7:06,-1.2904633,36.7402083,3
677,0,3,0,2020-10-28 7:06,-1.2174912,36.8868058,3
682,0,3,0,2020-10-28 7:06,-1.29278481,36.74601364,3
689,0,2,0,2020-10-28 7:07,-1.211715,36.9033967,2
695,0,2,0,2020-10-28 7:09,-1.2117267,36.903475,2
696,0,1,0,2020-10-28 7:09,-1.293355,36.7456633,1
701,2,0,0,2020-10-28 7:09,-1.2179017,36.8210583,2
706,11,4,0,2020-10-28 7:11,-1.2648267,36.7412817,15
719,0,0,0,2020-10-28 7:11,-1.211885,36.9035733,1
732,0,11,3,2020-10-28 7:15,-1.2118771,36.9035408,14
756,0,0,1,2020-10-28 7:18,-1.2185191,36.8865838,2
764,0,15,5,2020-10-28 7:20,-1.218735,36.8872933,20
769,0,9,2,2020-10-28 7:20,-1.2349267,36.7487883,11
770,3,0,0,2020-10-28 7:20,-1.2904134,36.7401149,3
775,0,3,2,2020-10-28 7:21,-1.2159899,36.8366336,5
792,0,3,2,2020-10-28 7:23,-1.1729167,36.92653,5
795,11,0,0,2020-10-28 7:24,-1.29053,36.7400867,12
798,0,1,0,2020-10-28 7:24,-1.1729033,36.9265067,1
810,0,1,1,2020-10-28 7:26,-1.1719631,36.9260995,2
818,0,1,3,2020-10-28 7:27,-1.1716983,36.9260267,4
827,0,8,0,2020-10-28 7:29,-1.1740417,36.92579,8
828,0,0,0,2020-10-28 7:29,-1.26632,36.7474933,1
872,0,0,0,2020-10-28 7:36,-1.2181883,36.88591,6
881,0,5,0,2020-10-28 7:37,-1.2157633,36.8251867,5
895,3,0,0,2020-10-28 7:40,-1.290505,36.7402383,3
922,0,1,0,2020-10-28 7:45,-1.2839167,36.7305502,1
924,0,1,0,2020-10-28 7:46,-1.2974083,36.7449717,1
939,0,0,4,2020-10-28 7:48,-1.2064709,36.8943381,4
949,0,0,2,2020-10-28 7:49,-1.2346969,36.7476443,2
950,0,1,0,2020-10-28 7:49,-1.20651,36.8943967,1
964,0,3,0,2020-10-28 7:51,-1.27149,36.7471067,3
983,0,46,0,2020-10-28 7:54,-1.289882,36.7396906,46
1006,0,0,3,2020-10-28 7:58,-1.2117267,36.9034817,3
1025,0,7,0,2020-10-28 8:02,-1.298115,36.75143167,7
1031,0,1,0,2020-10-28 8:03,-1.29828,36.7525,1
1033,0,3,0,2020-10-28 8:04,-1.297825,36.7505717,3
1035,0,0,1,2020-10-28 8:04,-1.21167,36.9034433,1
1042,4,0,0,2020-10-28 8:05,-1.2972918,36.7512777,4
1053,0,2,0,2020-10-28 8:07,-1.2972918,36.7512777,2
1058,0,12,1,2020-10-28 8:08,-1.21632,36.823525,13
1068,3,2,0,2020-10-28 8:10,-1.2903947,36.7401455,5
1081,0,0,1,2020-10-28 8:12,-1.2903978,36.7400627,1
1085,3,0,0,2020-10-28 8:12,-1.2904182,36.7401235,3
1086,2,0,0,2020-10-28 8:12,-1.173122,36.9317648,2
1096,1,0,0,2020-10-28 8:14,-1.290403,36.740142,1
1097,0,1,0,2020-10-28 8:14,-1.1735415,36.9315761,1
1110,2,0,0,2020-10-28 8:16,-1.1739967,36.9315567,2
1124,0,3,0,2020-10-28 8:18,-1.174011,36.9314901,3
1142,0,1,0,2020-10-28 8:21,-1.1738733,36.9324217,1
1152,0,0,0,2020-10-28 8:22,-1.17503,36.930965,1
1170,1,0,0,2020-10-28 8:25,-1.1734451,36.9328035,1
1178,0,0,1,2020-10-28 8:26,-1.2271117,36.86972,1
1188,5,0,0,2020-10-28 8:27,-1.18515,36.9054,5
1192,1,0,0,2020-10-28 8:28,-1.181255,36.9065689,1
1195,0,4,0,2020-10-28 8:28,-1.18791175,36.91003418,4
1205,4,0,0,2020-10-28 8:29,-1.2874016,36.708322,4
1216,0,3,0,2020-10-28 8:31,-1.1734312,36.9328286,3
1227,0,0,2,2020-10-28 8:34,-1.2272022,36.869955,2
1233,0,0,0,2020-10-28 8:35,-1.2272085,36.8697248,2
1244,0,1,0,2020-10-28 8:37,-1.2891367,36.748205,1
1245,0,5,0,2020-10-28 8:38,-1.290403,36.740142,5
1253,0,3,0,2020-10-28 8:38,-1.28734,36.7483317,3
1254,6,0,0,2020-10-28 8:39,-1.2904683,36.7401733,6
1281,0,8,0,2020-10-28 8:41,-1.2793817,36.7469017,8
1285,5,0,0,2020-10-28 8:42,-1.2118133,36.9034317,6
1308,0,1,0,2020-10-28 8:46,-1.1698875,36.9170576,1
1340,2,1,0,2020-10-28 8:51,-1.2740491,36.7382665,3
1353,7,0,0,2020-10-28 8:53,-1.2904576,36.7401498,8
1355,6,0,0,2020-10-28 8:54,-1.2737333,36.7371133,6
1369,20,0,0,2020-10-28 8:56,-1.29046,36.7401383,20
1373,0,0,5,2020-10-28 8:57,-1.2328883,36.865855,5
1380,2,0,0,2020-10-28 8:58,-1.2728561,36.7441699,2
1385,0,1,0,2020-10-28 9:00,-1.272695,36.74489,1
1389,0,5,0,2020-10-28 9:00,-1.2726683,36.7448983,5
1395,1,0,0,2020-10-28 9:01,-1.27207,36.7461,1
1419,0,0,2,2020-10-28 9:06,-1.2313381,36.876574,2
1423,0,3,0,2020-10-28 9:08,-1.2920639,36.7400274,3
1428,0,1,0,2020-10-28 9:08,-1.290403,36.740142,1
1440,12,0,0,2020-10-28 9:12,-1.1847511,36.9040919,12
1445,0,1,0,2020-10-28 9:13,-1.1832668,36.8998357,1
1450,0,2,0,2020-10-28 9:14,-1.2904493,36.7400683,2
1458,1,0,0,2020-10-28 9:16,-1.29053,36.7400867,1
1463,4,0,0,2020-10-28 9:17,-1.1740417,36.92579,4
1464,4,0,0,2020-10-28 9:17,-1.2777133,36.7524434,4
1474,0,3,0,2020-10-28 9:19,-1.2103417,36.8695133,3
1496,4,0,0,2020-10-28 9:23,-1.18768,36.9099,4
1504,7,0,0,2020-10-28 9:24,-1.29514667,36.74859,9
1510,3,1,0,2020-10-28 9:26,-1.1873067,36.90968,4
1531,20,0,0,2020-10-28 9:30,-1.2654717,36.7499467,20
1541,0,4,0,2020-10-28 9:31,-1.26576667,36.74928667,4
1548,0,2,0,2020-10-28 9:33,-1.26588333,36.75050667,2
1556,0,0,2,2020-10-28 9:33,-1.209155,36.89394,2
1594,8,0,0,2020-10-28 9:39,-1.2963383,36.7503017,8
1631,2,3,0,2020-10-28 9:43,-1.17444,36.9297333,5
1653,0,0,1,2020-10-28 9:48,-1.2089926,36.8941889,1
1701,2,0,0,2020-10-28 9:56,-1.18734,36.9098,2
1713,0,2,0,2020-10-28 9:59,-1.1740867,36.9257033,2
1730,0,2,0,2020-10-28 10:03,-1.1729033,36.9265067,2
1736,0,0,0,2020-10-28 10:04,-1.1729167,36.92653,2
1739,0,2,0,2020-10-28 10:04,-1.2904298,36.7401189,2
1743,0,0,1,2020-10-28 10:06,-1.2205383,36.7785633,1
1746,0,0,0,2020-10-28 10:06,-1.2671852,36.7974496,2
1750,0,1,0,2020-10-28 10:06,-1.290403,36.740142,1
1754,0,3,0,2020-10-28 10:07,-1.2904367,36.74015,3
1760,6,0,0,2020-10-28 10:09,-1.2904493,36.7400683,6
1764,0,0,1,2020-10-28 10:10,-1.28566,36.7386,1
1793,16,0,0,2020-10-28 10:17,-1.2903967,36.74007,19
1797,0,0,2,2020-10-28 10:18,-1.2119204,36.9035341,2
1811,0,2,2,2020-10-28 10:22,-1.2391484,36.7268154,4
1820,0,1,0,2020-10-28 10:25,-1.1784639,36.9088843,1
1829,3,0,0,2020-10-28 10:26,-1.2392033,36.7267883,3
1830,2,0,0,2020-10-28 10:27,-1.2748199,36.7581601,2
1831,0,2,0,2020-10-28 10:27,-1.1782795,36.9089828,2
1835,0,0,1,2020-10-28 10:28,-1.1809203,36.9098002,1
1840,4,0,0,2020-10-28 10:29,-1.1809203,36.9098002,4
1841,0,0,1,2020-10-28 10:29,-1.211895,36.90352,1
2000,0,1,0,2020-10-28 11:04,-1.2935054,36.7410379,1
2008,0,6,0,2020-10-28 11:04,-1.2012272,36.9129539,6
2037,3,0,0,2020-10-28 11:12,-1.2123539,36.897699,3
2047,0,9,0,2020-10-28 11:13,-1.2904493,36.7400683,9
2060,0,0,0,2020-10-28 11:16,-1.2900111,36.7735304,3
2062,2,0,0,2020-10-28 11:16,-1.2164967,36.8879633,2
2067,0,5,0,2020-10-28 11:17,-1.2767451,36.7588457,5
2069,0,0,0,2020-10-28 11:17,-1.2900111,36.7735304,1
2075,1,0,0,2020-10-28 11:19,-1.21616,36.8873,1
2110,2,0,0,2020-10-28 11:26,-1.2904134,36.7401149,2
2122,0,1,0,2020-10-28 11:29,-1.2174433,36.8868967,1
2134,0,7,0,2020-10-28 11:31,-1.209155,36.89394,7
2137,0,3,0,2020-10-28 11:31,-1.21596,36.8864,3
2154,0,3,0,2020-10-28 11:33,-1.2092676,36.8940686,3
2174,0,20,1,2020-10-28 11:36,-1.2772499,36.7534655,21
2177,0,3,2,2020-10-28 11:36,-1.1968427,36.7912074,5
2186,0,0,0,2020-10-28 11:38,-1.270127,36.7529787,2
2188,0,3,0,2020-10-28 11:38,-1.2012272,36.9129539,3
2195,0,0,1,2020-10-28 11:39,-1.201461,36.9112433,1
2196,0,5,0,2020-10-28 11:39,-1.2185416,36.8865896,5
2215,5,0,0,2020-10-28 11:44,-1.2184,36.8861,5
2224,0,2,1,2020-10-28 11:45,-1.218,36.8857,3
2237,0,20,0,2020-10-28 11:48,-1.2918177,36.7400375,20
2247,1,9,0,2020-10-28 11:49,-1.289191,36.7412952,10
2253,3,0,0,2020-10-28 11:51,-1.2919682,36.7401383,3
2254,0,9,1,2020-10-28 11:51,-1.2064709,36.8943381,10
2259,0,2,0,2020-10-28 11:52,-1.2182317,36.8858897,2
2268,0,3,0,2020-10-28 11:54,-1.20606,36.8937,3
2281,1,0,0,2020-10-28 11:56,-1.2059917,36.8940417,1
2313,1,0,0,2020-10-28 12:01,-1.2904785,36.7400866,1
2355,0,4,0,2020-10-28 12:10,-1.2904493,36.7400683,4
2363,0,3,0,2020-10-28 12:11,-1.2727983,36.7518667,3
2367,0,1,0,2020-10-28 12:11,-1.2907354,36.7400044,1
2394,0,5,1,2020-10-28 12:17,-1.290495,36.7401967,6
2396,2,0,0,2020-10-28 12:17,-1.2117217,36.9034067,2
2417,0,2,2,2020-10-28 12:21,-1.2117972,36.9034667,4
2431,0,1,0,2020-10-28 12:22,-1.2117645,36.9034713,1
2456,0,5,0,2020-10-28 12:27,-1.2817133,36.721985,5
2462,0,6,0,2020-10-28 12:29,-1.2099401,36.9052098,6
2465,0,5,0,2020-10-28 12:29,-1.290505,36.7402383,5
2467,0,6,3,2020-10-28 12:29,-1.211777,36.9035003,9
2468,0,5,0,2020-10-28 12:30,-1.2117083,36.9033883,5
2470,1,0,0,2020-10-28 12:30,-1.2867567,36.7416583,1
2484,5,0,1,2020-10-28 12:35,-1.2117645,36.9034713,9
2494,0,0,1,2020-10-28 12:37,-1.2118283,36.9034833,1
2500,0,1,2,2020-10-28 12:38,-1.2907354,36.7400044,3
2519,9,0,0,2020-10-28 12:41,-1.2907267,36.7400983,10
2548,0,5,0,2020-10-28 12:46,-1.29041,36.7402,5
2560,0,3,0,2020-10-28 12:48,-1.2904683,36.7401733,3
2586,7,0,0,2020-10-28 12:50,-1.2905,36.7402383,7
2608,1,2,0,2020-10-28 12:55,-1.2793417,36.7312434,3
2697,3,0,0,2020-10-28 13:16,-1.2855567,36.74341,3
2729,0,0,0,2020-10-28 13:25,-1.2907702,36.7398838,1
2819,0,19,0,2020-10-28 13:51,-1.2907267,36.7400983,19
2824,0,1,0,2020-10-28 13:52,-1.2621568,36.7180037,1
2834,10,4,2,2020-10-28 13:54,-1.2621547,36.7177863,16
2842,0,3,1,2020-10-28 13:56,-1.1998415,36.7846652,4
2849,4,0,0,2020-10-28 13:58,-1.1994283,36.7847333,5
2869,0,7,2,2020-10-28 14:02,-1.19857,36.784245,12
2927,0,9,1,2020-10-28 14:15,-1.2904433,36.7400933,10
2967,0,16,1,2020-10-28 14:20,-1.2124896,36.9045524,17
2994,0,10,0,2020-10-28 14:26,-1.2918177,36.7400375,10
3006,0,8,1,2020-10-28 14:30,-1.2888652,36.7517735,9
3009,3,0,0,2020-10-28 14:30,-1.2621568,36.7180037,3
3062,1,0,0,2020-10-28 14:42,-1.2107996,36.9087312,1
3081,0,30,0,2020-10-28 14:47,-1.289882,36.7396906,30
3111,1,2,0,2020-10-28 14:53,-1.2117083,36.9033883,3
3113,0,21,3,2020-10-28 14:53,-1.289865,36.742155,24
3123,2,0,0,2020-10-28 14:54,-1.2907354,36.7400044,2
3143,0,4,0,2020-10-28 14:58,-1.2886733,36.7511317,4
3150,0,8,0,2020-10-28 14:59,-1.2740984,36.7608992,8
3152,1,1,0,2020-10-28 14:59,-1.2119204,36.9035341,2
3164,0,3,0,2020-10-28 15:02,-1.2907702,36.7398838,3
3167,0,3,2,2020-10-28 15:02,-1.2117972,36.9034667,5
3180,0,9,1,2020-10-28 15:04,-1.2643663,36.7202882,10
3186,0,3,0,2020-10-28 15:05,-1.2118283,36.9034833,3
3193,0,1,0,2020-10-28 15:06,-1.2118283,36.9034833,1
3231,0,3,1,2020-10-28 15:16,-1.2118133,36.9034317,4
3263,0,1,2,2020-10-28 15:23,-1.2902569,36.7395071,3
3269,0,4,0,2020-10-28 15:25,-1.2907708,36.7395889,4
3277,0,2,5,2020-10-28 15:26,-1.293275,36.7861817,7
3279,0,3,0,2020-10-28 15:27,-1.290335,36.7400583,3
3296,2,0,0,2020-10-28 15:30,-1.2904134,36.7401149,2
3305,0,1,0,2020-10-28 15:31,-1.2904488,36.7404694,1
3310,0,5,0,2020-10-28 15:34,-1.2919682,36.7401383,5
3400,0,2,0,2020-10-28 15:59,-1.1877167,36.9098014,2
3452,0,0,0,2020-10-28 16:18,-1.2724861,36.8033074,2
3506,1,0,0,2020-10-28 18:46,-1.2047815,36.8997329,1
3507,0,3,0,2020-10-28 18:49,-1.185975,36.9071433,3
3508,4,0,0,2020-10-28 18:50,-1.1856774,36.9062579,4
3509,0,4,0,2020-10-28 18:54,-1.18515,36.9054,4
3510,0,0,4,2020-10-28 18:55,-1.1832668,36.8998357,4
3512,2,0,0,2020-10-28 18:57,-1.18734,36.9098,2
3513,0,2,0,2020-10-28 19:01,-1.1833283,36.8999983,2
3514,0,2,0,2020-10-28 19:03,-1.1877167,36.9098014,2
3547,0,2,0,2020-10-29 4:23,-1.29186,36.7399667,2
3591,0,2,0,2020-10-29 5:02,-1.211777,36.9035003,2
3592,1,0,0,2020-10-29 5:02,-1.2902569,36.7395071,1
3595,0,1,0,2020-10-29 5:04,-1.2924583,36.746975,1
3606,20,0,0,2020-10-29 5:09,-1.270935,36.7450883,20
3607,20,0,0,2020-10-29 5:11,-1.2903947,36.7401455,20
3610,39,0,0,2020-10-29 5:12,-1.1861307,36.9075413,43
3623,0,6,0,2020-10-29 5:18,-1.2578129,36.7227491,6
3629,1,1,0,2020-10-29 5:22,-1.2824844,36.7455886,2
3631,0,10,0,2020-10-29 5:22,-1.26545,36.7196,10
3637,0,5,2,2020-10-29 5:26,-1.29233158,36.74710464,7
3642,9,0,0,2020-10-29 5:27,-1.270116,36.7530335,9
3667,0,7,0,2020-10-29 5:33,-1.2698089,36.7538241,7
3679,2,3,0,2020-10-29 5:36,-1.2629429,36.7190169,5
3680,0,1,0,2020-10-29 5:36,-1.2954833,36.7445183,1
3690,0,41,4,2020-10-29 5:38,-1.290429,36.740115,45
3692,0,13,5,2020-10-29 5:39,-1.2904785,36.7400866,18
3717,0,2,0,2020-10-29 5:48,-1.1847511,36.9040919,2
3720,20,0,0,2020-10-29 5:49,-1.28079,36.7518883,20
3723,4,6,0,2020-10-29 5:51,-1.28155506,36.7542572,10
3725,0,0,1,2020-10-29 5:52,-1.20479,36.8994683,1
3730,0,2,0,2020-10-29 5:52,-1.2792833,36.7201933,2
3731,1,0,0,2020-10-29 5:52,-1.2797013,36.7198401,2
3764,0,2,0,2020-10-29 5:59,-1.2048084,36.8995024,2
3769,0,4,0,2020-10-29 6:00,-1.2789938,36.7250589,4
3771,4,0,0,2020-10-29 6:00,-1.2974083,36.7449717,4
3776,7,0,0,2020-10-29 6:01,-1.2103417,36.8695133,7
3791,7,0,0,2020-10-29 6:06,-1.2643663,36.7202882,7
3795,6,0,0,2020-10-29 6:06,-1.1833283,36.8999983,6
3801,0,3,0,2020-10-29 6:08,-1.1834418,36.9004791,3
3817,1,0,0,2020-10-29 6:11,-1.2098129,36.8694671,2
3819,0,0,0,2020-10-29 6:12,-1.2644539,36.7204422,2
3820,0,13,0,2020-10-29 6:12,-1.2669733,36.7524567,13
3821,6,0,0,2020-10-29 6:12,-1.2669333,36.7522117,6
3827,0,0,0,2020-10-29 6:14,-1.2085233,36.8977583,2
3829,4,1,2,2020-10-29 6:14,-1.2104667,36.8696833,7
3831,4,0,0,2020-10-29 6:14,-1.26678833,36.75202,4
3837,0,4,0,2020-10-29 6:16,-1.2085133,36.8977583,4
3843,0,1,0,2020-10-29 6:17,-1.2083379,36.8976335,1
3848,0,0,0,2020-10-29 6:18,-1.208552,36.8984736,1
3851,0,1,1,2020-10-29 6:20,-1.2904523,36.7401545,2
3864,3,0,0,2020-10-29 6:22,-1.185975,36.9071433,3
3869,0,8,0,2020-10-29 6:25,-1.2906211,36.7400024,8
3871,0,4,0,2020-10-29 6:25,-1.1851536,36.9054028,4
3875,0,4,0,2020-10-29 6:26,-1.1862192,36.9067128,4
3892,0,1,0,2020-10-29 6:29,-1.2092883,36.901115,1
3896,11,0,0,2020-10-29 6:30,-1.2904493,36.7400683,12
3898,0,7,0,2020-10-29 6:30,-1.2629429,36.7190169,7
3900,0,1,0,2020-10-29 6:30,-1.2091737,36.9011471,1
3909,0,7,0,2020-10-29 6:32,-1.2904367,36.74015,7
3914,0,1,0,2020-10-29 6:33,-1.2089176,36.9016334,1
3920,0,2,0,2020-10-29 6:34,-1.290403,36.740142,2
3927,0,0,0,2020-10-29 6:34,-1.29046,36.7401383,1
3933,0,7,0,2020-10-29 6:36,-1.2904367,36.74015,7
3939,0,4,1,2020-10-29 6:37,-1.2098,36.8711,5
3941,0,3,0,2020-10-29 6:38,-1.2852283,36.7455333,3
3943,8,0,0,2020-10-29 6:38,-1.2904298,36.7401189,8
3959,7,0,0,2020-10-29 6:41,-1.2854,36.745365,8
3975,0,4,0,2020-10-29 6:44,-1.1873067,36.90968,4
3982,0,1,0,2020-10-29 6:46,-1.1837775,36.9020717,1
3995,0,2,0,2020-10-29 6:49,-1.18734,36.9098,2
4026,0,2,0,2020-10-29 6:53,-1.2117656,36.9034659,2
4075,6,2,0,2020-10-29 7:03,-1.1847447,36.9042668,8
4085,0,5,0,2020-10-29 7:05,-1.2904182,36.7401235,5
4089,0,7,0,2020-10-29 7:06,-1.2904134,36.7401149,8
4096,0,0,1,2020-10-29 7:07,-1.2907367,36.749435,1
4099,0,6,0,2020-10-29 7:07,-1.1819793,36.9050797,6
4112,0,8,0,2020-10-29 7:09,-1.2897483,36.7502167,8
4128,0,1,0,2020-10-29 7:13,-1.2868334,36.7514383,1
4129,0,1,0,2020-10-29 7:14,-1.2918567,36.7400017,1
4173,0,5,0,2020-10-29 7:24,-1.2822817,36.7141733,5
4192,0,1,0,2020-10-29 7:27,-1.2074868,36.8719233,1
4215,0,4,0,2020-10-29 7:30,-1.2813419,36.7407917,4
4227,0,1,0,2020-10-29 7:35,-1.2972918,36.7512777,1
4241,0,2,0,2020-10-29 7:36,-1.18317,36.9045,2
4271,0,2,0,2020-10-29 7:41,-1.29052,36.7281,2
4273,2,0,0,2020-10-29 7:42,-1.2905889,36.7287909,2
4298,4,0,0,2020-10-29 7:46,-1.2845986,36.7513483,4
4301,0,3,0,2020-10-29 7:47,-1.29083788,36.73274612,3
4308,0,12,1,2020-10-29 7:51,-1.2908518,36.731507,13
4309,0,2,0,2020-10-29 7:51,-1.2052083,36.874985,2
4318,4,1,0,2020-10-29 7:51,-1.291165,36.733715,5
4338,4,1,0,2020-10-29 7:54,-1.297825,36.7505717,5
4351,34,21,1,2020-10-29 7:58,-1.2005054,36.8996779,59
4353,26,0,0,2020-10-29 7:59,-1.2877431,36.7442293,27
4374,0,1,1,2020-10-29 8:03,-1.2904523,36.7401545,2
4388,0,1,0,2020-10-29 8:06,-1.18317,36.9045,1
4396,0,4,0,2020-10-29 8:08,-1.2963383,36.7503017,4
4402,0,2,0,2020-10-29 8:09,-1.2861367,36.7533817,2
4412,8,0,0,2020-10-29 8:11,-1.2891367,36.748205,9
4423,7,0,0,2020-10-29 8:13,-1.2915384,36.7404174,7
4425,5,0,0,2020-10-29 8:13,-1.238413,36.7262858,5
4430,0,14,0,2020-10-29 8:14,-1.2903947,36.7401455,14
4435,0,2,0,2020-10-29 8:15,-1.2904395,36.7401927,2
4436,2,0,0,2020-10-29 8:15,-1.2083151,36.8745068,2
4441,6,4,1,2020-10-29 8:18,-1.28006667,36.74468167,12
4444,2,0,0,2020-10-29 8:19,-1.2950383,36.74837,2
4448,0,5,0,2020-10-29 8:19,-1.286145,36.7533269,5
4451,21,17,0,2020-10-29 8:20,-1.27973333,36.74468167,38
4455,0,2,0,2020-10-29 8:21,-1.28107,36.7439,2
4462,7,0,0,2020-10-29 8:22,-1.2798267,36.7455217,7
4490,0,3,0,2020-10-29 8:29,-1.2105633,36.8857117,3
4501,0,5,1,2020-10-29 8:32,-1.2103683,36.88599,6
4504,0,2,0,2020-10-29 8:32,-1.2092541,36.8940263,2
4523,0,1,0,2020-10-29 8:34,-1.2098994,36.8861145,1
4524,0,6,0,2020-10-29 8:34,-1.209155,36.89394,6
4526,0,1,0,2020-10-29 8:34,-1.2092333,36.8940901,1
4533,0,1,0,2020-10-29 8:35,-1.2833567,36.7428133,1
4535,0,1,0,2020-10-29 8:36,-1.2092676,36.8940686,1
4547,0,2,0,2020-10-29 8:37,-1.209261,36.894,2
4554,0,12,1,2020-10-29 8:38,-1.2897483,36.7502167,13
4560,0,1,0,2020-10-29 8:39,-1.2093,36.8939767,1
4564,0,0,3,2020-10-29 8:40,-1.2907267,36.7400983,3
4577,0,3,0,2020-10-29 8:41,-1.2091182,36.8942398,3
4583,0,2,0,2020-10-29 8:42,-1.2088883,36.9071833,2
4589,1,2,0,2020-10-29 8:43,-1.2950478,36.7462116,3
4628,1,0,0,2020-10-29 8:52,-1.2839326,36.7515259,1
4652,0,2,1,2020-10-29 8:56,-1.2621568,36.7180037,3
4659,2,23,2,2020-10-29 8:57,-1.2163267,36.8234733,27
4665,0,5,0,2020-10-29 8:58,-1.2904182,36.7401235,5
4671,0,6,0,2020-10-29 8:59,-1.2904683,36.7401733,6
4683,0,5,0,2020-10-29 9:01,-1.290335,36.7400583,5
4697,0,1,0,2020-10-29 9:04,-1.1736583,36.9298817,1
4701,1,0,0,2020-10-29 9:05,-1.17444,36.9297333,1
4710,0,4,0,2020-10-29 9:07,-1.20872331,36.89608002,4
4711,0,5,0,2020-10-29 9:07,-1.1735283,36.9293183,5
4718,0,2,0,2020-10-29 9:08,-1.1749651,36.9303817,2
4725,1,0,0,2020-10-29 9:10,-1.29278481,36.74601364,1
4729,1,4,0,2020-10-29 9:11,-1.17503,36.930965,5
4731,0,4,0,2020-10-29 9:11,-1.2803483,36.755195,4
